County Name,State,State Abbreviation,County Code,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,County Population,State Population
TULARE,California,CA,6107,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,445141,37542338
TUOLUMNE,California,CA,6109,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,55264,37542338
VENTURA,California,CA,6111,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,91,826840,37542338
VENTURA,California,CA,6111,2011,Drug poisonings (overdose) Suicide (X60-X64),D2,18,826840,37542338
YOLO,California,CA,6113,2011,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,203299,37542338
ALAMEDA,California,CA,6001,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,115,1549382,37830153
ALAMEDA,California,CA,6001,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,18,1549382,37830153
BUTTE,California,CA,6007,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,67,222816,37830153
CONTRA COSTA,California,CA,6013,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,99,1074456,37830153
CONTRA COSTA,California,CA,6013,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,23,1074456,37830153
EL DORADO,California,CA,6017,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,183462,37830153
FRESNO,California,CA,6019,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,67,946472,37830153
HUMBOLDT,California,CA,6023,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,41,135051,37830153
IMPERIAL,California,CA,6025,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,176350,37830153
KERN,California,CA,6029,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,135,853905,37830153
KERN,California,CA,6029,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,16,853905,37830153
LAKE,California,CA,6033,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,64594,37830153
LOS ANGELES,California,CA,6037,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,566,9890384,37830153
LOS ANGELES,California,CA,6037,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,97,9890384,37830153
LOS ANGELES,California,CA,6037,2012,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14,9890384,37830153
MADERA,California,CA,6039,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,152549,37830153
MARIN,California,CA,6041,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,254233,37830153
MARIN,California,CA,6041,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,10,254233,37830153
MERCED,California,CA,6047,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,260538,37830153
MONTEREY,California,CA,6053,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,420195,37830153
NAPA,California,CA,6055,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,137288,37830153
NEVADA,California,CA,6057,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,98983,37830153
ORANGE,California,CA,6059,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,251,3054198,37830153
ORANGE,California,CA,6059,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,57,3054198,37830153
ORANGE,California,CA,6059,2012,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12,3054198,37830153
PLACER,California,CA,6061,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,359665,37830153
RIVERSIDE,California,CA,6065,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,228,2255013,37830153
RIVERSIDE,California,CA,6065,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,54,2255013,37830153
SACRAMENTO,California,CA,6067,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,157,1449295,37830153
SACRAMENTO,California,CA,6067,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,31,1449295,37830153
SACRAMENTO,California,CA,6067,2012,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17,1449295,37830153
SAN BERNARDINO,California,CA,6071,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,85,2069301,37830153
SAN BERNARDINO,California,CA,6071,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,34,2069301,37830153
SAN DIEGO,California,CA,6073,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,335,3157353,37830153
SAN DIEGO,California,CA,6073,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,89,3157353,37830153
SAN FRANCISCO,California,CA,6075,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,118,824714,37830153
SAN FRANCISCO,California,CA,6075,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,13,824714,37830153
SAN JOAQUIN,California,CA,6077,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,95,702144,37830153
SAN LUIS OBISPO,California,CA,6079,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,273201,37830153
SAN MATEO,California,CA,6081,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,44,731274,37830153
SAN MATEO,California,CA,6081,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,12,731274,37830153
SANTA BARBARA,California,CA,6083,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,429591,37830153
SANTA CLARA,California,CA,6085,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,100,1820646,37830153
SANTA CLARA,California,CA,6085,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,30,1820646,37830153
SANTA CLARA,California,CA,6085,2012,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12,1820646,37830153
SANTA CRUZ,California,CA,6087,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,41,265330,37830153
SANTA CRUZ,California,CA,6087,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,12,265330,37830153
SHASTA,California,CA,6089,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,42,177925,37830153
SOLANO,California,CA,6095,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,421626,37830153
SONOMA,California,CA,6097,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,55,487886,37830153
STANISLAUS,California,CA,6099,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,66,523291,37830153
SUTTER,California,CA,6101,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,95268,37830153
TEHAMA,California,CA,6103,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,63560,37830153
TULARE,California,CA,6107,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,448101,37830153
VENTURA,California,CA,6111,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,92,830287,37830153
VENTURA,California,CA,6111,2012,Drug poisonings (overdose) Suicide (X60-X64),D2,19,830287,37830153
YOLO,California,CA,6113,2012,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,205743,37830153
ALAMEDA,California,CA,6001,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,150,1568944,38117968
ALAMEDA,California,CA,6001,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,24,1568944,38117968
BUTTE,California,CA,6007,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,54,224223,38117968
CONTRA COSTA,California,CA,6013,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,114,1087082,38117968
CONTRA COSTA,California,CA,6013,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,26,1087082,38117968
EL DORADO,California,CA,6017,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,184664,38117968
FRESNO,California,CA,6019,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,72,954460,38117968
FRESNO,California,CA,6019,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,16,954460,38117968
HUMBOLDT,California,CA,6023,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,135271,38117968
IMPERIAL,California,CA,6025,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,177263,38117968
KERN,California,CA,6029,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,161,861048,38117968
KERN,California,CA,6029,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,13,861048,38117968
KINGS,California,CA,6031,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,152376,38117968
LAKE,California,CA,6033,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,64559,38117968
LOS ANGELES,California,CA,6037,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,683,9926240,38117968
LOS ANGELES,California,CA,6037,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,115,9926240,38117968
LOS ANGELES,California,CA,6037,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17,9926240,38117968
MADERA,California,CA,6039,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,153403,38117968
MARIN,California,CA,6041,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,255138,38117968
MARIN,California,CA,6041,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,10,255138,38117968
MENDOCINO,California,CA,6045,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,87760,38117968
MERCED,California,CA,6047,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,262909,38117968
MONTEREY,California,CA,6053,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,50,422762,38117968
NAPA,California,CA,6055,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,137643,38117968
NEVADA,California,CA,6057,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,99102,38117968
ORANGE,California,CA,6059,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,270,3076160,38117968
ORANGE,California,CA,6059,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,76,3076160,38117968
ORANGE,California,CA,6059,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12,3076160,38117968
PLACER,California,CA,6061,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,41,365246,38117968
RIVERSIDE,California,CA,6065,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,277,2287637,38117968
RIVERSIDE,California,CA,6065,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,38,2287637,38117968
SACRAMENTO,California,CA,6067,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,164,1464575,38117968
SACRAMENTO,California,CA,6067,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,58,1464575,38117968
SACRAMENTO,California,CA,6067,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20,1464575,38117968
SAN BERNARDINO,California,CA,6071,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,91,2086351,38117968
SAN BERNARDINO,California,CA,6071,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,24,2086351,38117968
SAN BERNARDINO,California,CA,6071,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10,2086351,38117968
SAN DIEGO,California,CA,6073,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,347,3188355,38117968
SAN DIEGO,California,CA,6073,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,77,3188355,38117968
SAN FRANCISCO,California,CA,6075,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,109,834479,38117968
SAN FRANCISCO,California,CA,6075,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,19,834479,38117968
SAN JOAQUIN,California,CA,6077,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,98,710563,38117968
SAN JOAQUIN,California,CA,6077,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,11,710563,38117968
SAN LUIS OBISPO,California,CA,6079,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,275003,38117968
SAN MATEO,California,CA,6081,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,47,737652,38117968
SANTA BARBARA,California,CA,6083,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,42,432413,38117968
SANTA BARBARA,California,CA,6083,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,10,432413,38117968
SANTA CLARA,California,CA,6085,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,110,1840133,38117968
SANTA CLARA,California,CA,6085,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,28,1840133,38117968
SANTA CLARA,California,CA,6085,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14,1840133,38117968
SANTA CRUZ,California,CA,6087,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,266817,38117968
SANTA CRUZ,California,CA,6087,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,12,266817,38117968
SHASTA,California,CA,6089,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,42,178277,38117968
SOLANO,California,CA,6095,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,45,425790,38117968
SONOMA,California,CA,6097,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,489895,38117968
STANISLAUS,California,CA,6099,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,69,527711,38117968
TULARE,California,CA,6107,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,451061,38117968
TUOLUMNE,California,CA,6109,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,55056,38117968
VENTURA,California,CA,6111,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,101,833734,38117968
VENTURA,California,CA,6111,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,23,833734,38117968
YOLO,California,CA,6113,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,208187,38117968
ALAMEDA,California,CA,6001,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,142,1588506,38405783
ALAMEDA,California,CA,6001,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,23,1588506,38405783
AMADOR,California,CA,6005,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,38739,38405783
BUTTE,California,CA,6007,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,70,225630,38405783
CONTRA COSTA,California,CA,6013,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,111,1099708,38405783
CONTRA COSTA,California,CA,6013,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,15,1099708,38405783
EL DORADO,California,CA,6017,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,47,185866,38405783
FRESNO,California,CA,6019,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,111,962448,38405783
FRESNO,California,CA,6019,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,17,962448,38405783
HUMBOLDT,California,CA,6023,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,34,135491,38405783
IMPERIAL,California,CA,6025,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,178176,38405783
KERN,California,CA,6029,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,186,868191,38405783
KERN,California,CA,6029,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,22,868191,38405783
KINGS,California,CA,6031,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,152174,38405783
LAKE,California,CA,6033,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,64524,38405783
LASSEN,California,CA,6035,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,32847,38405783
LOS ANGELES,California,CA,6037,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,621,9962096,38405783
LOS ANGELES,California,CA,6037,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,102,9962096,38405783
LOS ANGELES,California,CA,6037,2014,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10,9962096,38405783
MADERA,California,CA,6039,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,154257,38405783
MARIN,California,CA,6041,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,256043,38405783
MENDOCINO,California,CA,6045,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,87730,38405783
MERCED,California,CA,6047,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,265280,38405783
MONTEREY,California,CA,6053,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,425329,38405783
NAPA,California,CA,6055,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,137998,38405783
NEVADA,California,CA,6057,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,99221,38405783
ORANGE,California,CA,6059,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,287,3098122,38405783
ORANGE,California,CA,6059,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,76,3098122,38405783
PLACER,California,CA,6061,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,370827,38405783
PLUMAS,California,CA,6063,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,19407,38405783
RIVERSIDE,California,CA,6065,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,286,2320261,38405783
RIVERSIDE,California,CA,6065,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,39,2320261,38405783
SACRAMENTO,California,CA,6067,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,194,1479855,38405783
SACRAMENTO,California,CA,6067,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,37,1479855,38405783
SACRAMENTO,California,CA,6067,2014,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18,1479855,38405783
SAN BERNARDINO,California,CA,6071,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,90,2103401,38405783
SAN BERNARDINO,California,CA,6071,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,28,2103401,38405783
SAN DIEGO,California,CA,6073,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,345,3219357,38405783
SAN DIEGO,California,CA,6073,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,69,3219357,38405783
SAN FRANCISCO,California,CA,6075,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,148,844244,38405783
SAN FRANCISCO,California,CA,6075,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,14,844244,38405783
SAN JOAQUIN,California,CA,6077,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,109,718982,38405783
SAN JOAQUIN,California,CA,6077,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,11,718982,38405783
SAN LUIS OBISPO,California,CA,6079,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,276805,38405783
SAN MATEO,California,CA,6081,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,56,744030,38405783
SAN MATEO,California,CA,6081,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,11,744030,38405783
SANTA BARBARA,California,CA,6083,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,44,435235,38405783
SANTA BARBARA,California,CA,6083,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,12,435235,38405783
SANTA CLARA,California,CA,6085,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,103,1859620,38405783
SANTA CLARA,California,CA,6085,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,22,1859620,38405783
SANTA CRUZ,California,CA,6087,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,55,268304,38405783
SHASTA,California,CA,6089,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,178629,38405783
SOLANO,California,CA,6095,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,55,429954,38405783
SOLANO,California,CA,6095,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,11,429954,38405783
SONOMA,California,CA,6097,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,60,491904,38405783
SONOMA,California,CA,6097,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,13,491904,38405783
STANISLAUS,California,CA,6099,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,64,532131,38405783
TULARE,California,CA,6107,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,454021,38405783
TUOLUMNE,California,CA,6109,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,54952,38405783
VENTURA,California,CA,6111,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,102,837181,38405783
VENTURA,California,CA,6111,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,17,837181,38405783
YOLO,California,CA,6113,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,210631,38405783
ALAMEDA,California,CA,6001,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,176,1608068,38693598
ALAMEDA,California,CA,6001,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,22,1608068,38693598
BUTTE,California,CA,6007,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,63,227037,38693598
CONTRA COSTA,California,CA,6013,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,93,1112334,38693598
CONTRA COSTA,California,CA,6013,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,14,1112334,38693598
EL DORADO,California,CA,6017,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,36,187068,38693598
FRESNO,California,CA,6019,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,126,970436,38693598
FRESNO,California,CA,6019,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,15,970436,38693598
HUMBOLDT,California,CA,6023,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,135711,38693598
IMPERIAL,California,CA,6025,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,34,179089,38693598
KERN,California,CA,6029,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,196,875334,38693598
KERN,California,CA,6029,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,15,875334,38693598
KINGS,California,CA,6031,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,151972,38693598
LAKE,California,CA,6033,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,64489,38693598
LOS ANGELES,California,CA,6037,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,645,9997952,38693598
LOS ANGELES,California,CA,6037,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,74,9997952,38693598
LOS ANGELES,California,CA,6037,2015,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11,9997952,38693598
MADERA,California,CA,6039,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,155111,38693598
MARIN,California,CA,6041,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,256948,38693598
MENDOCINO,California,CA,6045,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,87700,38693598
MERCED,California,CA,6047,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,267651,38693598
MERCED,California,CA,6047,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,10,267651,38693598
MONTEREY,California,CA,6053,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,38,427896,38693598
NAPA,California,CA,6055,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,138353,38693598
NEVADA,California,CA,6057,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,99340,38693598
ORANGE,California,CA,6059,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,307,3120084,38693598
ORANGE,California,CA,6059,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,61,3120084,38693598
ORANGE,California,CA,6059,2015,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13,3120084,38693598
PLACER,California,CA,6061,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,33,376408,38693598
RIVERSIDE,California,CA,6065,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,295,2352885,38693598
RIVERSIDE,California,CA,6065,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,38,2352885,38693598
SACRAMENTO,California,CA,6067,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,238,1495135,38693598
SACRAMENTO,California,CA,6067,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,23,1495135,38693598
SACRAMENTO,California,CA,6067,2015,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,22,1495135,38693598
SAN BERNARDINO,California,CA,6071,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,72,2120451,38693598
SAN BERNARDINO,California,CA,6071,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,25,2120451,38693598
SAN DIEGO,California,CA,6073,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,340,3250359,38693598
SAN DIEGO,California,CA,6073,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,73,3250359,38693598
SAN FRANCISCO,California,CA,6075,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,179,854009,38693598
SAN FRANCISCO,California,CA,6075,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,13,854009,38693598
SAN JOAQUIN,California,CA,6077,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,105,727401,38693598
SAN JOAQUIN,California,CA,6077,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,11,727401,38693598
SAN LUIS OBISPO,California,CA,6079,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,278607,38693598
SAN MATEO,California,CA,6081,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,65,750408,38693598
SANTA BARBARA,California,CA,6083,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,59,438057,38693598
SANTA BARBARA,California,CA,6083,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,11,438057,38693598
SANTA CLARA,California,CA,6085,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,118,1879107,38693598
SANTA CLARA,California,CA,6085,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,14,1879107,38693598
SANTA CRUZ,California,CA,6087,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,38,269791,38693598
SHASTA,California,CA,6089,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,178981,38693598
SISKIYOU,California,CA,6093,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,44165,38693598
SOLANO,California,CA,6095,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,49,434118,38693598
SONOMA,California,CA,6097,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,71,493913,38693598
STANISLAUS,California,CA,6099,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,97,536551,38693598
TULARE,California,CA,6107,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,42,456981,38693598
TUOLUMNE,California,CA,6109,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,54848,38693598
VENTURA,California,CA,6111,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,106,840628,38693598
VENTURA,California,CA,6111,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,13,840628,38693598
YOLO,California,CA,6113,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,213075,38693598
